"Informant","Northern","SentenceID","read","Version","InformantGroup","UniqueNumb","type","Realization","Reflexive","Adverb","Subcondition","WordOrder","Comment"
"T205","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T206","no",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T207","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T208","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T210","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T211","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T213","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T214","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T218","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T222","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T223","yes",NA,"Hvem vant kampen i går?",NA,"A",2406,"Read","Hvem vant kampen i går?","NonReflexive","none","EmbSubQ",NA,NA
"T200","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Han Ole spurte om ka slags band som spelte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T201","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte om ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"T202","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T203","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Han Ole spurte om ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T204","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte om kossen band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T205","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spør ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T206","no",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte om hva slags band som spilte på festivalen i helja.","NonReflexive","none","EmbSubQ","SOM",NA
"T207","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Han Ole spurte om kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T208","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Han Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T210","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T211","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Han Ole spurte om kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T213","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte ka slags band spille på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"T214","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Han Ole spurte kossen band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM","restart"
"T218","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T222","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"T223","yes",NA,"Hva slags band spilte på festivalen i helgen?",1,"A",2407,"Produce","Ole spurte ka slags band som spilte på festivalen til helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO01","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO02","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte kordan band som spilte på festivalen i helgen.","NonReflexive","none","EmbSubQ","SOM",NA
"KO03","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte hvilket band som spilte på festivalen i helgen.","NonReflexive","none","EmbSubQ","SOM",NA
"KO04","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte om ka slags band som hadde spilt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM","aux"
"KO09","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte om kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO10","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO12","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO13","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO14","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole lurte på kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO15","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte kas band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO16","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band spille på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"KO17","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Han Ole spurte kas band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO18","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON","direct?"
"KO19","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO20","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spell på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO21","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO22","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte om korsn band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO25","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO26","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO27","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO28","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte om ko slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO29","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte om hva slags band som spilte på festivalen i helgen.","NonReflexive","none","EmbSubQ","SOM",NA
"KO30","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO31","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Han Ole spurte ka slags band som spilt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO32","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO41","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"C",2407,"Produce","Ole spurte om korsn band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR003","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurd om koss band som spelle på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR004","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte hva slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR009","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte hva slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR011","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","N Ole spørde ka slags band spelte på fæstival i helja.","NonReflexive","none","EmbSubQ","NON",NA
"NOR024","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om hvilke hva slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR025","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spelte på festivalen i helgo.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR028","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurt kossen band som spælt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR030","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte hva slags band som spilte på festival i helgen.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR031","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om hva lags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR039","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte hva slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"NOR040","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurt om ka slags band som spilt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR041","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om hva slags band spilte på festivalen i helgen.","NonReflexive","none","EmbSubQ","NON",NA
"NOR043","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurd om koleis band som spell på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR049","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte hva slags band som spilte på festivalen i helgen.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR211","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om hva slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR001","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Han Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR005","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR006","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON","direct"
"NOR008","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR010","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte korsn band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR013","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurt ka slags band spælt på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"NOR014","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR015","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Han Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR016","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"NOR017","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Han Ole spurt om kordan band som spælt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR018","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"NOR020","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"NOR021","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR022","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR023","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om ka slags band som spælte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR027","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om kossen band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR037","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR038","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spælte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR042","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR044","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte korsn band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR045","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte korsn band som spelte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR046","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte om ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR047","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR048","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags festival ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR056","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Han Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR205","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurte ka slags band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"NOR206","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurt ka slags band som spilt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"NOR210","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"D",2407,"Produce","Ole spurt ka slags band som spelt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T301","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte hva slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T302","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte hvil hva slags band som spilte på festivalen i helgen.","NonReflexive","none","EmbSubQ","SOM","mispronunctiation"
"T303","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte ka band så spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T304","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Han Ole spurte kordan band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T305","no",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte hva slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T307","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte om kordan band spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","NON",NA
"T308","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurt om ka slags band som spælt på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T309","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte kordan band som spelle på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T310","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte om ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T311","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Ole spurte om korsn band som spelle på festival i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"T312","yes",NA,"Hva slags band spilte på festivalen i helgen?",2,"B",2407,"Produce","Han Ole spurte ka slags band som spilte på festivalen i helga.","NonReflexive","none","EmbSubQ","SOM",NA
"KO01","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO02","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO03","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO04","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO09","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO10","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO12","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO13","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO14","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO15","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO16","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO17","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO18","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO19","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO20","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO21","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO22","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO25","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO26","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO27","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO28","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO29","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO30","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO31","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO32","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"KO41","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"C",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR003","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR004","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR009","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR011","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR024","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR025","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR028","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR030","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR031","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR039","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR040","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR041","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR043","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR049","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR211","no",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR001","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR005","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR006","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR008","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
"NOR010","yes",NA,"Hva slags band spilte på festivalen i helgen?",NA,"D",2407,"Read","Hva slags band spilte på festivalen i helgen?","NonReflexive","none","EmbSubQ",NA,NA
