"Informant","Northern","SentenceID","read","Version","InformantGroup","UniqueNumb","type","Realization","Reflexive","Adverb","Subcondition","WordOrder","Comment"
"KO27","yes","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"KO28","yes","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"KO29","no","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"KO30","yes","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"KO31","yes","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"KO32","yes","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"KO41","yes","int.oft1","Snør det ofte i Tromsø?",NA,"C",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR003","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR004","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR009","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR011","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR024","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR025","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR028","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR030","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR031","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR039","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR040","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR041","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR043","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR049","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR211","no","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR001","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR005","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR006","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR008","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR010","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR013","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR014","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR015","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR016","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR017","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR018","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR020","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR021","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR022","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR023","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR027","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR037","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR038","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR042","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Sner det ofte i Tromse?","Reflexive","ofte","EmbQ",NA,NA
"NOR044","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR045","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR046","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR047","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR048","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR056","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR205","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR206","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"NOR210","yes","int.oft1","Snør det ofte i Tromsø?",NA,"D",2302,"Read","Snør det ofte i Tromsø?","Reflexive","ofte","EmbQ",NA,NA
"T200","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T201","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T202","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T203","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T204","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T205","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T206","no","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T207","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T208","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T210","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T211","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T213","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T214","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T218","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T222","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T223","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"A",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T301","no","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T302","no","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T303","no","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T304","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T305","no","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T307","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T308","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T309","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T310","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T311","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T312","yes","int.al1","Setter Ole seg alltid fremst i klasserommet?",NA,"B",2302,"Read","Setter Ole seg alltid fremst i klasserommet?","Reflexive","alltid","EmbQ",NA,NA
"T200","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Han Ole spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T201","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T202","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T203","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T204","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om ho An om om han Pål ofte føle sæ aleine på skolen.","Reflexive","ofte","EmbQ","AV","pause"
"T205","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T206","no","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føler seg aleine på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T207","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Han Ole spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T208","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Han Ole spurte om han Pål ofte føle seg alene på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T210","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føle seg aleine på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T211","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Han Ole spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T213","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T214","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Han Ole spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T218","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte følte seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T222","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T223","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2303,"Produce","Ole spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T200","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T201","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T202","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T203","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T204","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T205","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T206","no","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T207","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T208","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T210","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T211","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T213","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T214","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T218","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T222","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T223","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2303,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T200","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Ho Marit spurte om han Pål ofte føler seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T201","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T202","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T203","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Ho Marit spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T204","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spørte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T205","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T206","no","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte føle seg aleine på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T207","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Ho Marit spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T208","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T210","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte følte seg aleine på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T211","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Ho Marit spurte om han Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T213","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T214","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Ho Marit spurte om han Pål ofte føles aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T218","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte følte seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T222","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T223","yes","int.oft2","Føler Pål seg ofte alene på skolen?",1,"A",2304,"Produce","Marit spurte om Pål ofte føle seg aleina på skolen.","Reflexive","ofte","EmbQ","AV",NA
"T200","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T201","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T202","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T203","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T204","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T205","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T206","no","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T207","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T208","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T210","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T211","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T213","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T214","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T218","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T222","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T223","yes","int.oft2","Føler Pål seg ofte alene på skolen?",NA,"A",2304,"Read","Føler Pål seg ofte alene på skolen?","Reflexive","ofte","EmbQ",NA,NA
"T200","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Han Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T201","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T202","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T203","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Han Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T204","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole aldri barberte seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T205","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T206","no","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole aldri barber seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T207","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Han Pål spurte om han Ola nei Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T208","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Han Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T210","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ola Ole aldri barbere seg om morgen.","Reflexive","aldri","EmbQ","AV",NA
"T211","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Han Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T213","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T214","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Han Pål spurte om han Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T218","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole aldri barberte seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T222","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole barbere s.. aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV","correction"
"T223","yes","int.nev1","Barberer Ole seg aldri om morgenen?",1,"A",2305,"Produce","Pål spurte om Ole aldri barbere seg om morran.","Reflexive","aldri","EmbQ","AV",NA
"T200","yes","int.nev1","Barberer Ole seg aldri om morgenen?",NA,"A",2305,"Read","Barberer Ole seg aldri om morgenen?","Reflexive","aldri","EmbQ",NA,NA
"T201","yes","int.nev1","Barberer Ole seg aldri om morgenen?",NA,"A",2305,"Read","Barberer Ole seg aldri om morgenen?","Reflexive","aldri","EmbQ",NA,NA
"T202","yes","int.nev1","Barberer Ole seg aldri om morgenen?",NA,"A",2305,"Read","Barberer Ole seg aldri om morgenen?","Reflexive","aldri","EmbQ",NA,NA
